,imgName,thPre_x,thPre_y,dist,threshold_R_rate
0,20051213_62188_0100_PP.tif,1300.9109766637857,786.7023912417171,4.289976728803699,0.04165025950294854
1,20060530_54242_0100_PP.tif,1034.9164164164165,933.5015015015015,77.93920548243175,0.756691315363415
2,20060523_45389_0100_PP.tif,1312.182901907357,809.7806539509537,31.337908925520235,0.30425154296621587
3,20051020_44400_0100_PP.tif,982.2759500850823,777.2382302892796,4.451624802182309,0.043219658273614646
4,20051116_43710_0400_PP.tif,632.0520346897932,507.86390927284856,4.580596983135506,0.06736172034022803
5,20060412_58368_0200_PP.tif,607.0182648401826,531.6536203522505,2.0117785921993265,0.02958497929704892
6,20060523_48990_0100_PP.tif,1066.7894736842104,820.0645933014354,1.5298234058017006,0.014852654425259229
7,20060530_53761_0100_PP.tif,1304.8251057827927,772.3495063469676,11.842983946914389,0.11498042666907174
8,20060529_57030_0100_PP.tif,971.4972471747319,773.0851926977688,7.126141727167134,0.0691858420113314
9,20060411_60533_0200_PP.tif,827.9785378940309,526.176391683434,3.4924540481481836,0.051359618355120346
10,20051020_44338_0100_PP.tif,981.4697329376854,788.7700296735904,8.319256811764866,0.08076948360936763
11,20060412_52860_0200_PP.tif,829.8942368587714,521.0734642178594,4.599624423212715,0.0676415356354811
12,20060411_59657_0200_PP.tif,824.5606813342796,508.20227111426544,1.4534620136616425,0.021374441377377096
13,20060412_58171_0200_PP.tif,823.9824679703304,525.2717464598786,2.111997270851747,0.031058783394878633
14,20060529_56730_0100_PP.tif,1306.4312612074118,789.4270771069935,2.1266393843776035,0.020646984314345664
15,20060412_59423_0200_PP.tif,823.8817910447762,507.6167164179104,5.4809016271475555,0.08060149451687582
16,20060412_51746_0200_PP.tif,610.8093333333334,523.1393333333333,3.0985643270535803,0.0455671224566703
17,20051214_50933_0100_PP.tif,1300.051744529864,786.4547604967474,7.6181891363723535,0.07396300132400344
18,20060530_54030_0100_PP.tif,1309.9024802705749,776.0854002254791,5.792582097369233,0.056238661139507116
19,20060412_57974_0200_PP.tif,825.5026631158455,518.3468708388815,7.106392836558068,0.10450577700820687
20,20051110_35239_0400_PP.tif,686.1540504648074,517.0033200531209,8.13693219482789,0.11966076757099839
21,20051117_37185_0400_PP.tif,640.6077023498694,509.1155352480418,4.6058922294026985,0.06773370925592204
22,20051021_36208_0100_PP.tif,1295.3852813852814,786.4251082251083,10.443216002769526,0.10139044662883036
23,20060410_44464_0200_PP.tif,603.9583061889251,519.88664495114,2.9385001583670673,0.04321323762304511
24,20060412_59735_0200_PP.tif,838.7316118935837,522.735524256651,18.916657875155682,0.27818614522287766
25,20060410_41098_0200_PP.tif,837.3306288032454,514.7410412440838,5.026357753946501,0.0739170257933309
26,20060410_40846_0200_PP.tif,822.8621151271753,517.9410977242303,2.3358545879407724,0.03435080276383489
27,20051214_41358_0100_PP.tif,1294.1925948044193,773.9035532994924,14.211844465841306,0.13797907248389618
28,20051205_60093_0400_PP.tif,1172.3824933687004,936.3461538461538,10.88504298556442,0.09986277968407725
29,20051130_55393_0400_PP.tif,855.3152031454783,520.1343381389253,7.620209731423875,0.11206190781505698
30,20051020_62510_0100_PP.tif,1310.727195467422,787.129461756374,8.103052178903596,0.0786704095039184
31,20051216_45076_0200_PP.tif,606.4054959785523,534.8217158176943,20.80102899888715,0.30589748527775223
32,20051216_46624_0200_PP.tif,611.1881720430108,527.3360215053764,2.251149486052802,0.033105139500776495
33,20051110_35332_0400_PP.tif,629.371335504886,509.37915309446254,6.770617124513118,0.0995678988898988
34,20051205_57704_0400_PP.tif,1014.7521323339364,820.3711553372965,4.029699902183425,0.036969723873242426
35,20051130_55004_0400_PP.tif,634.326544467074,510.85132382892056,5.350995108939263,0.07869110454322446
